Year,Institute Id,Institute Name,City,State,Score,Rank,TLR,RPC,GO,OI,Perception
2018,IR-2-E-OE-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,51.28,26A,76.9,30.48,63.07,54.64,9.96
2018,IR-2-E-OE-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,50.45,27,74.18,26.31,59.24,52.64,32.03
2018,IR-3-E-OEM-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,50.31,29,69.82,23.64,55.96,49.87,60.95
2018,IR-1-E-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,49.55,31,63.78,35.85,64.68,56.13,11.2
2018,IR-5-E-OEMAL-U-0108,Jamia Millia Islamia,New Delhi,Delhi,49.15,32,57.41,39.27,72.13,48.49,8.67
2018,IR-4-E-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,48.74,33,61.27,33.34,64.59,58.93,15.48
2018,IR-6-E-OEMALP-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,48.66,34,67.99,42.64,47.12,57.87,2.6
2018,IR-7-E-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,48.26,35,70.21,38.92,53.95,36.54,10.79
2018,IR-1-E-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,48.1,36,69.98,27.18,58.89,52.41,19.35
2018,IR-4-E-OEMA-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,47.26,37,56.33,34.48,66.57,62.08,5.04
2018,IR-1-E-E-U-0014,International Institute of Information Technology,Hyderabad,Telangana,46.87,38,49.08,31.56,77.96,54.24,16.57
2018,IR-1-E-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,46.66,39,68.57,18.47,56.93,63.21,28.4
2018,IR-3-E-OEA-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,46.66,39,62.34,26.64,59.11,46.6,34.91
2018,IR-2-E-OE-U-0098,Delhi Technological University,New Delhi,Delhi,46.57,41,54.83,29.75,70.78,48.7,21.65
2018,IR-1-E-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,46.4,42,72.7,27.91,55.73,43.77,6.89
2018,IR-1-E-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,46.29,43,59.2,37.89,60.94,42.36,7.35
2018,IR-3-E-OEM-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,45.91,44,79.15,2.63,73.55,59.67,6.89
2018,IR-1-E-E-C-41593,College of Engineering,Pune,Maharashtra,45.9,45,60.44,23.96,66.29,46.51,26.74
2018,IR-5-E-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,45.51,46,58.66,31.97,54.06,61.87,13.2
2018,IR-2-E-OE-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,45.34,47,52.84,36.28,64.9,43.94,12.41
2018,IR-1-E-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,44.33,48,52.93,29.68,64.99,46.75,18.67
2018,IR-2-E-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,44.31,49,70.42,17.39,60.09,58.32,1.06
2018,IR-1-E-E-U-0263,National Institute of Technology Calicut,Calicut,Kerala,44.3,50,55.17,26.58,60.6,41.85,34.67
2018,IR-5-E-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,44.27,51,58.23,21.63,66.81,63.99,5.51
2018,IR-2-E-OE-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43.88,52,55.37,33.17,58.95,46.61,8.67
2018,IR-1-E-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,43.7,53,62.07,19.84,65.32,42.72,17.99
2018,IR-1-E-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,43.4,54,67.83,18.13,56.92,55.85,6.44
2018,IR-1-E-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,43.34,55,56.88,23.54,69.57,46.73,6.44
2018,IR-1-E-E-U-0221,International Institute of Information Technology Bangalore,Bengluru,Karnataka,43.2,56,58.67,15.71,69.25,61.28,9.1
2018,IR-1-E-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,43.09,57,61.32,26.01,62.32,35.65,8.67
2018,IR-1-E-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,42.98,58,66.43,13.67,63.12,52.94,10.37
2018,IR-6-E-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,42.68,59,43.7,45.56,53.84,43.14,8.23
2018,IR-1-E-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,42.25,60,64.56,13.01,61.42,57.03,9.96
2018,IR-1-E-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,42.11,61,52.57,29.06,60.17,45.52,10.37
2018,IR-2-E-OE-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,41.59,62,62.94,14.26,50.86,50.64,32.03
2018,IR-1-E-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,41.37,63,70.99,27.72,35.53,43.79,2.6
2018,IR-3-E-OEA-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,41.17,64,54.67,22.43,61.63,52.5,4.56
2018,IR-1-E-E-C-24004,AU College of Engineering,Visakhapatnam,Andhra Pradesh,40.88,65,64.07,6.9,68.03,55.18,4.56
2018,IR-1-E-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,40.69,66,47.47,24.85,70,39.95,9.96
2018,IR-1-E-E-C-1262,B. M. S. College of Engineering,Bengaluru,Karnataka,40.32,67,64.05,7.95,62.67,51.06,10.79
2018,IR-1-E-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,40.28,68,59.46,13.12,52.77,45.32,34.2
2018,IR-2-E-OE-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,39.98,69,63.33,9.78,57.1,51.51,14.73
2018,IR-2-E-OE-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,39.88,70,48,21.07,58.39,53.21,21.65
2018,IR-2-E-OE-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,39.55,71,48.87,31.55,51.45,50.27,1.06
2018,IR-3-E-OEM-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.27,72,53.24,20.03,48.51,55.91,20.02
2018,IR-1-E-E-U-0080,PEC University of Technology,Chandigarh,Chandigarh,39.24,73,50.81,11.57,66.01,64.18,9.1
2018,IR-1-E-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,38.65,74,55.33,18.26,59.32,42.06,5.04
2018,IR-3-E-EMA-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,38.29,75,54.94,11.61,60.08,46.18,16.93
2018,IR-2-E-OE-C-36984,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu,37.81,76,58.36,9.31,53.78,49.52,17.99
2018,IR-2-E-OE-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.73,77,52.36,28.75,38.77,53.83,2.6
2018,IR-1-E-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,37.72,78,64.23,9.26,52.89,48.79,2.09
2018,IR-4-E-OEMA-U-0445,B. S. Abdur Rahman Institute of Science and Technology,Chennai,Tamil Nadu,37.57,79,63.79,11.75,46.73,44.42,11.2
2018,IR-1-E-E-C-27616,University College of Engineering,Hyderabad,Telangana,37.52,80,58.19,4.41,68.69,48.43,1.58
2018,IR-1-E-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,37.38,81,53.28,16.68,55.99,50.27,1.58
2018,IR-3-E-OEM-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,37.19,82,57.39,7.31,57.61,49.4,13.2
2018,IR-1-E-E-C-41309,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.01,83,52.34,7.37,59.5,65.63,6.44
2018,IR-2-E-OE-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,37,84,45.26,16.66,53.23,55.7,21.96
2018,IR-2-E-OE-C-24163,Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh,36.89,85,61.09,1.68,58.2,62.1,2.09
2018,IR-5-E-OEMAL-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,36.89,85,42.73,26.82,54.91,49.28,1.06
2018,IR-3-E-OEM-U-0733,PES University,Bengaluru,Karnataka,36.86,87,51.56,12.16,54.62,60.91,7.35
2018,IR-1-E-E-C-42054,Army Institute of Technology,Pune,Maharashtra,36.71,88,54.67,2.33,64.84,60.38,5.97
2018,IR-1-E-E-C-30045,C. V. Raman College of Engineering,Bhubaneswar,Odisha,36.7,89,54.87,6.82,60.98,56.29,3.59
2018,IR-1-E-E-U-0516,Indian Institute of Information Technology Allahabad,Allahabad,Uttar Pradesh,36.59,90,39.58,17.27,67.6,44.05,16.21
2018,IR-1-E-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,36.42,91,41.04,24.86,59.84,43.74,3.09
2018,IR-1-E-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,36.36,92,54.42,20.09,46.76,42.46,4.08
2018,IR-1-E-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.35,93,50.86,8.46,50.37,55.9,28.93
2018,IR-4-E-OEMA-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,36.28,94,65.02,12.58,47.97,34.12,0
2018,IR-1-E-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,36.24,95,49.39,11.82,67.69,37.26,5.97
2018,IR-4-E-OEMA-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,36.22,96,59.06,12.3,48.68,47.64,3.09
2018,IR-2-E-EP-C-18154,University College of Engingeering,Kakinada,Andhra Pradesh,36.1,97,56.04,5.7,61.37,53.06,0
2018,IR-2-E-OE-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,36,98,63.62,11.41,48.19,35.93,2.6
2018,IR-1-E-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,35.95,99,57,2.23,62.4,56.96,0
2018,IR-1-E-E-C-1352,NITTE Meenakshi Institute of Technology,Bengaluru,Karnataka,35.84,100,57.24,2.53,57.97,57.19,5.97
2019,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.05,1,93.55,92.39,84.36,63.99,100
2019,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,85.36,2,85.8,96.18,80.32,56.19,90.85
2019,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,84.4,3,89.12,95.3,76.47,48.17,89.61
2019,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,79.41,4,73.14,88.2,84.12,57.79,84.14
2019,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,77.57,5,79.07,81.79,82.56,46.61,81.35
2019,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,74.57,6,75.05,75.9,89.84,58.65,54.61
2019,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,70.87,7,82.55,63.6,78.45,58.86,54.49
2019,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,63.92,8,78.91,49.18,71.71,56.21,55.38
2019,IR-E-U-0439,Anna University,Chennai,Tamil Nadu,63.12,9,63.17,64.13,63.24,52.66,70.13
2019,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,61.62,10,68.36,46.64,72.76,62.2,63.54
2019,IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,59.8,11,68.61,45.63,77.36,53.16,47.42
2019,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,59.73,12,67.76,57.3,76.32,49.68,19.77
2019,IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,59.35,13,75.66,49.17,70.18,57.3,21.29
2019,IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.09,14,53.4,65.71,74.79,37.83,46.2
2019,IR-E-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,58.18,15,63.62,59.12,70.03,38.12,35.31
2019,IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,57.75,16,59.99,56.05,75.71,46.34,31.6
2019,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.8,17,77.5,37.78,65.03,57.3,34.78
2019,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,56.46,18,54.65,57.34,63.57,56.69,44.81
2019,IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,56.35,19,73.65,45.77,59.79,47.23,38.39
2019,IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,56,20,78.61,34.57,68.06,65.65,18.72
2019,IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,55.25,21,59.48,41.31,75.46,50.4,48.85
2019,IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,54.86,22,75.13,39.08,65.02,50.48,25.54
2019,IR-E-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,54.73,23,69.51,44.96,67.28,55.65,13.66
2019,IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,54.32,24,80.59,31.01,56.26,61.34,34.59
2019,IR-E-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,53.82,25,63.61,35.15,71.4,54.5,44.67
2019,IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,53.21,26,68.19,31.77,72.5,54.98,32.17
2019,IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,53.13,27,64.25,42.18,75.11,50.9,10.88
2019,IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,52.69,28,63.47,28.22,77.01,61.09,36.71
2019,IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.37,29,76.84,29.22,64.57,60.1,16.27
2019,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.12,30,77.52,22.75,61.95,56.2,40.33
2019,IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,51.27,31,64.81,40.49,65.09,57.66,8.92
2019,IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.39,32,71.35,26.31,66.43,60.53,17.65
2019,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,50.1,33,66.84,35.8,57.78,52,25.54
2019,IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,49.97,34,60.27,28.07,72.07,53.38,37.22
2019,IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,49.03,35,69.51,41.27,48.29,56.32,5.07
2019,IR-E-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,48.95,36,59.85,33.4,63.04,62.18,21.53
2019,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,48.94,37,69.13,28.51,63.63,52.66,16.55
2019,IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,48.83,38,65.79,31.04,64.66,56.42,12.14
2019,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,48.73,39,53.08,34.19,73.4,52.49,26.21
2019,IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,47.74,40,69.39,39.46,53.28,32.1,12.14
2019,IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,47.58,41,61.36,36.64,58.47,51.21,13.66
2019,IR-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,47.49,42,63.13,28.38,65.55,49.49,19.77
2019,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,47.31,43,68.43,20.68,53.91,62.59,35.31
2019,IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.28,44,68.97,17.4,53.37,48.73,58.35
2019,IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,47.13,45,71.2,28.65,55.01,49.64,12.14
2019,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,46.47,46,52.84,36.16,63.3,46.54,24.63
2019,IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.07,47,61.42,28.29,62.26,61.93,5.07
2019,IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,45.94,48,65.59,19.17,61.6,68.5,13.36
2019,IR-E-C-41593,College of Engineering,Pune,Maharashtra,45.89,49,58.17,26.17,64.17,51.79,25.77
2019,IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,45.75,50,67.68,23.44,57.02,63.26,6.86
2019,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,45.61,51,61.31,29.86,61.71,47.42,11.83
2019,IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,45.38,52,70.88,21.8,58.27,56.06,3.19
2019,IR-E-U-0410,Malviya National Institute of Technology,Jaipur,Rajasthan,45.2,53,55.73,38.2,58.34,46.63,6.86
2019,IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,43.59,54,41.83,50.63,51.81,44.72,10.24
2019,IR-E-U-0105,Indraprastha Institute of Information Technology,New Delhi,Delhi,43.49,55,56.55,24.08,69.36,41.49,12.76
2019,IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,43.38,56,61.68,18.98,56.74,49.23,29.2
2019,IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,43.29,57,66.68,32.43,41.05,47.69,5.8
2019,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.88,58,51.01,27.6,60.91,51.3,9.92
2019,IR-E-C-24004,College of Engineering Visakhapatnam,Visakhapatnam,Andhra Pradesh,41.72,59,65.78,7.41,67.66,55.88,6.51
2019,IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,41.48,60,54.71,23,60.48,52.12,8.59
2019,IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,41.26,61,67.6,14.08,53.96,55.7,3.95
2019,IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,40.98,62,53.27,24.05,66.59,40.74,3.95
2019,IR-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,40.88,63,63.58,10.81,60.99,50.62,13.06
2019,IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,40.54,64,62.87,8.61,60.49,56.32,13.66
2019,IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,40.51,65,54.81,14.26,61.96,55.76,18.19
2019,IR-E-S-8931,National Institute of Industrial Engineering,Mumbai,Maharashtra,40.48,66,64.8,4.46,67.54,57.18,4.7
2019,IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,40.32,67,65.85,18.2,44.33,58.13,4.33
2019,IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,40.1,68,63.46,9.75,50.95,46.48,32.94
2019,IR-E-C-1262,B. M. S. College of Engineering,Bengaluru,Karnataka,39.67,69,62,8.01,58.99,53.02,15.71
2019,IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.53,70,58.62,20.58,49.02,52.46,7.22
2019,IR-E-C-43708,College of Engineering,Thiruvananthapuram,Kerala,39.42,71,59.95,8.9,60.96,49.4,16.27
2019,IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.37,72,55.46,18.11,49.4,55.47,18.72
2019,IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,39.21,73,49.91,30.6,50.2,46.25,3.95
2019,IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,39.09,74,56.46,20.11,54.48,49.4,2.81
2019,IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,38.94,75,44.76,28.02,60.95,45.9,3.19
2019,IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,38.56,76,59.92,18.37,46.02,44.74,13.96
2019,IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,38.55,77,61.09,8.59,57.4,45.64,15.99
2019,IR-E-U-0080,PEC University of Technology,Chandigarh,Chandigarh,38.42,78,49.83,12.62,61.98,56.49,16.27
2019,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,37.98,79,60.4,11.37,56.07,50.84,1.63
2019,IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.87,80,47.52,18.18,56,53.57,15.99
2019,IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,37.82,81,46.9,20.12,58.51,56.86,3.19
2019,IR-E-U-0516,Indian Institute of Information Technology Allahabad,Allahabad,Uttar Pradesh,37.74,82,42.66,16.38,68.86,45.45,17.1
2019,IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,37.68,83,60.92,3.78,65.43,50.24,1.63
2019,IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,37.59,84,60.92,6.98,53.07,51.8,14.26
2019,IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,37.32,85,64.84,15.99,45.8,37.52,1.63
2019,IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.22,86,53.49,25.53,37.45,57.83,2.41
2019,IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,37.06,87,59.23,12.79,50.17,48.37,5.8
2019,IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,36.92,88,51.38,16.75,51.01,48.21,14.55
2019,IR-E-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,36.66,89,47.38,29.9,43.2,45.19,3.19
2019,IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.42,90,52.33,8.3,51.77,51.89,26.87
2019,IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,36.39,91,53.18,2.46,64.86,58.4,8.92
2019,IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,36.39,91,48.98,10.06,64.9,46.8,10.24
2019,IR-E-C-41309,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,36.14,93,53.31,3.61,59.38,66.1,5.8
2019,IR-E-C-30045,C. V. Raman College of Engineering,Bhubaneswar,Odisha,36.12,94,54.56,4.24,60.8,53.58,9.59
2019,IR-E-U-0454,Hindustan Institute of Technology and Science,Chennai,Tamil Nadu,36.11,95,59.96,8.47,47.83,53.23,6.86
2019,IR-E-U-0382,Punjab Technical University,Kapurthala,Punjab,35.99,96,76.47,24.94,5.46,42.83,2.02
2019,IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,35.97,97,57.92,2.29,63.51,46.64,5.44
2019,IR-E-C-36984,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu,35.9,98,56.28,6.59,53.94,44.92,17.65
2019,IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,35.89,99,58.18,8.21,48.37,45.7,17.38
2019,IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,35.86,100,61.07,2.16,56.8,51.01,4.33
2020,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.93,1,95.42,94.64,83.9,61.31,100
2020,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,88.08,2,90.79,96.15,80.36,64.81,94.46
2020,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,85.08,3,91,93.37,77.6,49.99,92.51
2020,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,82.18,4,86.22,82.08,88.44,54.21,85.78
2020,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,80.56,5,77.32,87.11,83.21,56.62,89.31
2020,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,76.29,6,77.21,76.57,89.65,61.71,60.55
2020,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,74.9,7,83.04,70.73,83.03,59.13,62.45
2020,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,66.44,8,82.51,52.47,71.54,55.98,60.42
2020,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,64.1,9,72.11,50.04,74.71,61.49,63.68
2020,IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,62.88,10,79.89,53.31,72.09,57.76,27.15
2020,IR-E-U-0701,Indian Institute of Technology (BHU) Varanasi,Varanasi,Uttar Pradesh,62.54,11,72.34,47.77,77.77,56.07,53.49
2020,IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,62.06,12,64.02,63.12,72.11,55.07,39.78
2020,IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,61.3,13,68.93,46.03,78.67,55.24,55.59
2020,IR-E-U-0439,Anna University,Chennai,Tamil Nadu,59.89,14,64.62,54.07,61.5,51.62,68.24
2020,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,59.32,15,56.79,64.06,63.07,58.21,46.29
2020,IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,59.29,16,64.38,57.82,74.3,47.23,30.48
2020,IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.23,17,53.73,62.04,76.45,40.45,51.61
2020,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,58.7,18,68.13,54.04,74.66,45.17,25.98
2020,IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,57.76,19,73.38,38.12,74.21,57.81,36.91
2020,IR-E-U-0436,Amrita School of Engineering,Amritapuri,Kerala,57.37,20,65.77,56.76,59,60.07,28.01
2020,IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,57.14,21,69.57,47.62,63.17,47.92,45.56
2020,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.8,22,77.05,37.17,64.77,56.27,39.56
2020,IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,56.56,23,71.05,31.3,78.29,63.87,38.04
2020,IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,56.15,24,83.76,34.55,55.15,57.9,38.26
2020,IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,55.95,25,79.11,30.54,70.31,59.24,30.75
2020,IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,55.74,26,78.2,39.24,62.28,51.86,28.57
2020,IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,54.76,27,67.7,45.19,69.73,53.77,15.56
